Date;Location;MinTemp;MaxTemp;Rainfall;WindGustDir;WindGustSpeed;WindDir9am;WindDir3pm;WindSpeed9am;WindSpeed3pm;Humidity9am;Humidity3pm;Pressure9am;Pressure3pm;Temp9am;Temp3pm;RainToday;RainTomorrow
27/03/2009;Canberra;19.5;30.3;5.6;SE;43;SE;SE;20;22;55;38;1016.4;1015.7;22.6;30.1;Yes;No
27/03/2009;Sydney;20.3;33.9;0;SE;37;SE;E;19;6;53;32;1020.8;1017.5;23.2;32.6;No;No
27/03/2009;Melbourne;23;34;0;NNW;37;ESE;ESE;7;11;66;32;1020.8;1017.8;25.9;33.8;No;No
28/03/2009;Adelaide;22.1;35.1;0;;;ENE;SW;6;11;58;37;1020.9;1017.8;26.9;33.5;No;No
28/03/2009;Brisbane;21.7;35.6;;SSW;46;;S;;15;64;28;1018.8;1014.7;25.2;32.9;;No
28/03/2009;Canberra;21.5;35;0;;;SSE;E;9;7;76;35;1015.8;1010.3;24.2;33.1;No;No
28/03/2009;Sydney;22.5;29.1;;SW;24;;NNW;;11;81;67;1008.5;1007.8;23.4;26.4;;No
28/03/2009;Melbourne;20.8;27.1;0;NE;24;E;NE;9;11;82;59;1009.9;1007.9;21.2;26.6;No;No
29/03/2009;Adelaide;20.5;30.3;0;SE;41;SSE;SE;7;20;80;43;1006.8;1003.9;21.7;28.9;No;No
29/03/2009;Brisbane;17.8;26.8;0;ESE;52;SSW;SE;7;28;76;44;1008.6;1008.8;19.7;26.2;No;No
29/03/2009;Canberra;17.6;29;0;SE;31;SSE;E;19;13;48;34;1014.7;1013.3;20.6;27.2;No;No
29/03/2009;Sydney;15.5;30.6;0;;;SE;SSW;6;11;66;30;1015.9;1013.8;19.4;30;No;No
29/03/2009;Melbourne;;31.2;;ESE;31;SSE;SSW;7;7;33;24;1020.4;1019.1;21;30;;No
30/03/2009;Adelaide;16.4;30.3;0;NNE;26;E;WNW;9;9;54;34;1023.6;1019.6;20.8;29.2;No;No
30/03/2009;Brisbane;15.7;31.8;0;NW;57;SE;N;7;19;70;35;1018.9;1014.3;19.6;30.9;No;No
30/03/2009;Canberra;19.6;34.7;0.6;SSW;59;SE;SE;6;24;71;59;1015.3;1011.2;23.8;27.3;No;Yes
30/03/2009;Sydney;20.2;26.4;3.6;E;46;ENE;NW;4;9;83;70;1014.6;1011.9;21.3;24.2;Yes;No
30/03/2009;Melbourne;12.5;26.1;0.2;W;31;W;SSE;15;11;56;34;1017.3;1016.7;15.2;24.3;No;No
31/03/2009;Adelaide;12.8;28.5;0;SE;24;SE;SE;9;11;57;35;1020.3;1018.4;17.9;26.4;No;No
31/03/2009;Brisbane;15;31;0;NNW;22;ESE;ESE;2;7;61;33;1023.9;1021.3;19.5;29.3;No;No
31/03/2009;Canberra;17.2;;0;;;NE;E;13;9;54;28;1024.6;1020.7;20.6;29.2;No;No
31/03/2009;Sydney;;26.3;;NE;26;SE;E;9;13;70;62;1019.4;1018.3;20.8;24.8;;Yes
31/03/2009;Melbourne;18.2;29.3;1.4;W;39;;W;0;20;84;45;1016.7;1013.6;19.9;28.5;Yes;No
